ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
770698930,0,17-Jun-47,52,0,16,136000,No,389000,Yes,M,Bachelors,Manager,18,Commercial,20250,10,Van,no,31672,3,No,4,0,13,0,Highly Urban/ Urban
527087402,0,15-Oct-50,49,0,13,55000,No,,No,F,Below High School,Blue Collar,5,Private,13650,17,SUV,no,7062,3,No,0,1158,1,1,Highly Urban/ Urban
948386158,0,20-Mar-65,34,3,8,27000,No,,Yes,F,High School,Blue Collar,17,Commercial,25190,1,Pickup,no,0,0,No,5,1562,7,1,Highly Urban/ Urban
38956117,0,4-Oct-44,55,0,6,52000,No,,No,M,Masters,Unknown,39,Commercial,11940,10,Pickup,yes,0,0,No,0,0,19,0,Highly Urban/ Urban
921318752,0,29-Sep-54,45,0,8,40000,No,171000,Yes,F,Bachelors,Professional,37,Private,10040,1,SUV,no,0,0,No,0,0,8,0,Highly Rural/ Rural
503488088,0,18-Oct-49,50,0,6,42000,No,207000,Yes,M,Masters,Manager,42,Private,10670,1,Minivan,yes,0,0,No,1,0,11,0,Highly Urban/ Urban
880652778,0,29-Mar-48,51,0,15,37000,No,,No,F,PhD,Home Maker,36,Private,20730,4,Minivan,no,0,0,No,5,0,15,0,Highly Rural/ Rural
803849526,0,9-Nov-37,62,0,18,48000,No,241000,Yes,F,Masters,Professional,39,Private,16860,3,Sports Car,no,27425,3,No,0,0,16,0,Highly Urban/ Urban
394201314,0,10-Sep-45,54,0,,75000,No,236000,Yes,M,Bachelors,Manager,38,Private,14390,7,Minivan,no,0,0,No,0,0,11,0,Highly Urban/ Urban
548922003,0,27-Oct-46,53,0,6,68000,No,248000,Yes,M,High School,Blue Collar,30,Commercial,22800,1,Panel Truck,yes,0,0,No,2,20219,1,1,Highly Urban/ Urban
104793760,2,13-Feb-55,44,3,14,15000,Yes,,No,F,Below High School,Clerical,38,Private,9670,3,SUV,no,0,0,No,0,4614,5,1,Highly Urban/ Urban
712957573,0,3-Mar-43,56,0,10,31000,No,,Yes,M,Masters,Manager,19,Private,7060,1,Pickup,no,0,0,No,2,0,9,0,Highly Urban/ Urban
246699308,0,9-Dec-71,27,3,9,11000,Yes,,No,F,Below High School,Home Maker,59,Private,10830,6,SUV,no,0,0,No,1,3392,1,1,Highly Urban/ Urban
403265081,0,2-Jun-52,47,0,12,56000,No,229000,Yes,F,Below High School,Blue Collar,37,Commercial,20960,1,Pickup,no,0,0,Yes,3,0,7,0,Highly Rural/ Rural
601345223,0,2-Nov-46,53,0,13,26000,No,163000,Yes,F,Below High School,Blue Collar,42,Private,9440,1,SUV,no,0,0,No,0,0,1,0,Highly Rural/ Rural
752768207,0,22-Jun-62,37,0,10,21000,No,,No,M,High School,Clerical,35,Private,9780,10,Pickup,no,40648,3,Yes,2,0,1,0,Highly Urban/ Urban
488836526,0,25-Aug-59,40,0,11,30000,No,169000,Yes,F,High School,Clerical,41,Private,9460,1,Sports Car,no,0,0,Yes,1,7345,1,1,Highly Urban/ Urban
871732998,0,3-Oct-50,49,0,7,177000,No,,No,M,Masters,Unknown,69,Private,32720,1,Minivan,yes,0,0,No,1,0,16,0,Highly Urban/ Urban
432777115,2,1-Aug-54,45,2,12,50000,No,187000,Yes,M,High School,Clerical,31,Commercial,11000,4,Pickup,yes,0,0,No,1,0,10,0,Highly Rural/ Rural
462280428,0,21-Oct-65,34,4,16,73000,No,230000,Yes,M,Bachelors,Clerical,15,Private,4800,6,Pickup,yes,0,0,No,3,0,9,0,Highly Urban/ Urban
533351979,0,6-Aug-54,45,0,11,54000,No,168000,Yes,M,Below High School,Blue Collar,63,Commercial,21290,13,Van,yes,0,0,No,0,0,1,0,Highly Urban/ Urban
790747427,0,7-Feb-57,42,0,14,40000,No,165000,Yes,M,Bachelors,Clerical,71,Commercial,10830,6,Pickup,yes,0,0,No,0,14811,13,1,Highly Urban/ Urban
570538751,2,10-Apr-54,45,3,0,0,No,72000,Yes,F,High School,Home Maker,36,Private,1500,1,SUV,no,0,0,No,2,0,1,0,Highly Rural/ Rural
25537181,0,13-Nov-60,39,0,12,71000,No,225000,Yes,M,Bachelors,Blue Collar,48,Private,4740,6,Pickup,yes,0,0,Yes,0,5005,6,1,Highly Urban/ Urban
50066521,0,17-Oct-42,57,0,9,177000,No,422000,Yes,M,PhD,Manager,31,Commercial,19590,4,Van,yes,0,0,No,1,0,12,0,Highly Urban/ Urban
192744071,0,17-Jan-43,56,0,12,62000,No,,Yes,F,Bachelors,Manager,18,Private,13350,3,SUV,no,0,0,No,0,0,8,0,Highly Urban/ Urban
180401987,0,21-Mar-57,42,0,13,,No,245000,Yes,M,Below High School,Blue Collar,24,Commercial,16340,1,Van,yes,7523,4,No,0,0,4,0,Highly Rural/ Rural
478272261,0,26-Sep-53,46,0,,68000,No,236000,Yes,F,PhD,Lawyer,48,Private,13690,1,SUV,no,4656,4,No,0,0,13,0,Highly Urban/ Urban
179014507,0,23-Feb-56,43,0,7,29000,No,,No,F,High School,Clerical,37,Private,27500,4,Minivan,no,0,0,No,3,0,1,0,Highly Rural/ Rural
420936375,0,9-Dec-60,38,0,0,0,No,88000,Yes,M,Below High School,Student,24,Commercial,20260,1,Van,yes,934,2,No,4,3833,1,1,Highly Urban/ Urban
869972677,0,16-Feb-43,56,0,3,37000,No,,No,M,Masters,Lawyer,20,Private,13340,1,Minivan,yes,0,0,No,1,0,20,0,Highly Rural/ Rural
924629937,0,15-Aug-67,32,3,0,0,No,,Yes,F,Bachelors,Home Maker,75,Private,4700,6,Sports Car,no,0,0,No,0,0,11,0,Highly Rural/ Rural
78448715,0,17-Mar-51,48,0,12,10000,No,107000,Yes,F,Below High School,Student,29,Private,6480,1,Sports Car,no,0,0,No,0,0,8,0,Highly Urban/ Urban
75805969,0,19-Jul-48,51,0,0,0,No,91000,No,F,Bachelors,Home Maker,25,Private,1500,1,SUV,no,0,0,No,2,0,1,0,Highly Rural/ Rural
37965490,0,3-Jun-54,45,0,13,75000,No,207000,Yes,F,Masters,Manager,5,Private,17570,1,SUV,no,0,0,Yes,3,0,,0,Highly Urban/ Urban
872568300,0,2-Sep-55,44,0,8,80000,No,,No,F,Masters,Manager,25,Private,9490,1,Sports Car,no,0,0,No,0,4081,17,1,Highly Urban/ Urban
906046400,0,6-Mar-58,41,0,10,49000,No,250000,No,M,High School,Blue Collar,35,Commercial,10480,6,Pickup,yes,2702,1,No,3,0,9,0,Highly Urban/ Urban
778035899,0,3-Oct-55,44,0,0,0,No,91000,Yes,F,Masters,Home Maker,39,Private,11340,4,Minivan,no,0,0,No,1,0,14,0,Highly Urban/ Urban
654917316,0,12-May-33,66,0,13,71000,No,264000,Yes,F,PhD,Home Maker,89,Private,19810,6,Sports Car,no,0,0,No,0,7539,13,1,Highly Urban/ Urban
526211632,0,4-Sep-53,46,0,12,,No,356000,No,F,Bachelors,Professional,36,Private,7490,4,SUV,no,9255,1,No,5,0,,0,Highly Urban/ Urban
46413377,0,30-Jan-48,51,0,11,152000,No,,No,F,Masters,Manager,23,Private,17930,13,SUV,no,6788,3,No,0,0,14,0,Highly Urban/ Urban
686481815,0,28-Oct-56,43,0,11,58000,No,211000,No,M,Bachelors,Manager,57,Commercial,19030,4,Van,no,0,0,Yes,0,4783,7,1,Highly Urban/ Urban
624265914,0,29-Mar-65,34,3,14,87000,Yes,,No,F,Bachelors,Blue Collar,14,Commercial,13590,7,Minivan,no,0,0,No,2,0,14,0,Highly Urban/ Urban
446952687,0,2-Feb-55,44,2,14,24000,No,172000,Yes,F,Below High School,Clerical,49,Private,6250,1,SUV,no,0,0,No,3,0,5,0,Highly Urban/ Urban
376805275,0,18-Dec-41,57,0,14,101000,No,281000,Yes,F,Masters,Lawyer,8,Private,22710,6,SUV,no,4531,3,No,2,0,15,0,Highly Urban/ Urban
382198324,0,19-Feb-47,52,0,13,43000,No,,Yes,F,High School,Clerical,23,Private,12890,1,SUV,no,10782,3,No,1,5254,1,1,Highly Urban/ Urban
503597559,0,3-Aug-67,32,3,0,0,No,64000,Yes,F,Bachelors,Home Maker,51,Private,13140,6,Sports Car,no,0,0,No,0,5273,4,1,Highly Rural/ Rural
371800250,0,4-May-59,40,0,0,0,No,,Yes,M,High School,Student,45,Commercial,6550,11,Pickup,no,1176,2,No,4,0,7,0,Highly Urban/ Urban
727204683,0,16-Jul-50,49,0,10,,No,,No,F,High School,Blue Collar,22,Commercial,4720,1,SUV,no,557,3,No,4,0,7,0,Highly Urban/ Urban
48190781,0,24-Sep-48,51,0,,0,No,94000,Yes,F,High School,Home Maker,38,Private,8620,10,SUV,no,0,0,No,4,0,1,0,Highly Rural/ Rural
500077378,0,29-Mar-63,36,3,,29000,No,182000,Yes,F,High School,Clerical,29,Private,29960,4,Pickup,no,7867,1,No,5,0,1,0,Highly Urban/ Urban
122717833,1,24-Jan-58,41,2,13,90000,Yes,269000,No,M,High School,Blue Collar,32,Commercial,17680,1,Van,no,36839,2,No,3,0,1,0,Highly Rural/ Rural
458303466,0,9-Oct-58,41,3,16,18000,No,,Yes,F,High School,Student,30,Commercial,11720,7,Pickup,yes,0,0,Yes,2,0,6,0,Highly Urban/ Urban
203404166,0,12-Jun-80,19,3,11,5000,Yes,,No,F,High School,Student,28,Commercial,15080,14,SUV,no,0,0,No,4,7085,10,1,Highly Urban/ Urban
63485032,0,7-Nov-63,36,0,9,79000,No,,No,F,PhD,Doctor,51,Private,12980,6,SUV,no,32996,1,No,1,0,,0,Highly Urban/ Urban
762552558,0,28-Oct-63,36,0,13,,No,150000,Yes,M,High School,Clerical,13,Private,16230,6,Minivan,yes,6654,2,No,0,0,1,0,Highly Urban/ Urban
546336138,0,8-Oct-71,28,1,,25000,No,104000,Yes,M,Below High School,Clerical,26,Private,7750,4,Minivan,yes,5556,1,No,1,3513,8,1,Highly Urban/ Urban
286019084,0,11-Oct-52,47,0,12,115000,No,289000,Yes,F,High School,Blue Collar,34,Commercial,24740,4,Minivan,no,0,0,No,0,0,10,0,Highly Urban/ Urban
325470199,0,19-Feb-48,51,0,11,160000,No,,Yes,M,Masters,Unknown,22,Commercial,22580,6,Panel Truck,no,0,0,Yes,3,0,19,0,Highly Urban/ Urban
773135844,0,26-May-53,46,0,6,112000,No,,No,M,Masters,Manager,36,Commercial,24330,1,Panel Truck,yes,1401,1,No,0,5992,14,1,Highly Urban/ Urban
877546076,0,30-Aug-46,53,0,0,0,No,67000,Yes,F,High School,Home Maker,6,Private,6800,1,Sports Car,no,0,0,No,1,1911,1,1,Highly Urban/ Urban
216600666,0,18-Dec-48,50,0,13,82000,No,,No,M,Masters,Lawyer,32,Private,21870,12,Minivan,no,0,0,No,5,0,16,0,Highly Urban/ Urban
240048456,0,31-May-55,44,0,7,69000,No,198000,Yes,F,High School,Blue Collar,16,Commercial,12780,1,Sports Car,no,0,0,No,0,0,1,0,Highly Rural/ Rural
10845956,0,28-Nov-67,31,1,4,119000,No,364000,Yes,M,Bachelors,Professional,30,Commercial,29230,6,Panel Truck,no,12636,3,Yes,2,0,10,0,Highly Urban/ Urban
330594203,0,28-May-68,31,0,9,34000,No,147000,Yes,M,High School,Professional,19,Commercial,8210,6,Pickup,yes,0,0,No,1,0,1,0,Highly Urban/ Urban
551779511,0,17-Jul-57,42,0,12,86000,No,270000,Yes,F,Masters,Lawyer,41,Private,29080,7,Pickup,no,1551,3,No,2,0,15,0,Highly Urban/ Urban
350909425,0,21-Oct-64,35,2,12,30000,Yes,,No,M,High School,Clerical,48,Private,4510,6,Pickup,yes,7654,2,No,9,2976,1,1,Highly Urban/ Urban
412642631,0,30-Nov-53,45,2,13,30000,Yes,,No,F,Masters,Lawyer,12,Private,19350,10,Minivan,no,0,0,No,0,0,10,0,Highly Urban/ Urban
232850723,0,18-Feb-33,66,0,13,46000,No,214000,Yes,F,Bachelors,Home Maker,15,Commercial,25090,10,Pickup,no,0,0,No,0,0,15,0,Highly Rural/ Rural
55986085,0,17-Sep-54,45,1,10,69000,Yes,,No,F,High School,Blue Collar,34,Commercial,12940,7,Minivan,no,0,0,Yes,1,0,1,0,Highly Urban/ Urban
297802981,0,21-Jun-52,47,0,16,55000,No,184000,Yes,F,High School,Blue Collar,43,Commercial,7280,1,Pickup,no,4009,2,No,2,3012,6,1,Highly Urban/ Urban
78210383,1,5-Dec-54,44,2,5,29000,No,184000,Yes,M,Below High School,Clerical,36,Private,20550,1,Van,yes,0,0,No,3,0,1,0,Highly Rural/ Rural
414929424,1,21-Jun-59,40,2,7,50000,No,180000,Yes,M,High School,Blue Collar,32,Commercial,10530,6,Pickup,no,0,0,No,5,0,1,0,Highly Rural/ Rural
799761636,3,5-Mar-57,42,3,4,20000,Yes,,No,M,Below High School,Blue Collar,30,Private,15100,1,Minivan,yes,35863,2,Yes,4,2972,8,1,Highly Urban/ Urban
485271835,0,26-Dec-51,47,0,12,28000,No,,No,F,High School,Clerical,58,Private,9010,1,Sports Car,no,8598,1,No,3,3169,9,1,Highly Urban/ Urban
737945954,0,11-Jun-52,47,0,,23000,No,,Yes,F,High School,Blue Collar,46,Commercial,8530,6,SUV,no,17597,2,No,0,0,7,0,Highly Urban/ Urban
958363193,2,23-May-56,43,2,13,63000,No,223000,Yes,M,Bachelors,Blue Collar,26,Commercial,12930,6,Minivan,yes,0,0,No,4,0,1,0,Highly Rural/ Rural
570592690,0,28-Oct-31,68,0,10,,No,301000,Yes,M,PhD,Manager,29,Commercial,27430,7,Pickup,yes,5967,1,No,4,0,18,0,Highly Urban/ Urban
202267060,0,10-Dec-47,51,0,9,102000,No,319000,Yes,F,Bachelors,Manager,22,Private,16830,6,Minivan,no,0,0,No,1,0,9,0,Highly Urban/ Urban
487616897,0,26-Jun-46,53,0,10,42000,No,,No,F,High School,Home Maker,81,Private,6800,1,SUV,no,0,0,No,0,3998,7,1,Highly Rural/ Rural
115036166,0,11-Jan-47,52,0,7,66000,No,208000,No,M,Masters,Professional,33,Commercial,6700,11,Pickup,yes,7684,2,No,3,0,19,0,Highly Urban/ Urban
50686424,0,25-Jun-67,32,4,12,5000,Yes,,No,F,High School,Student,31,Commercial,13810,4,Sports Car,no,0,0,No,0,7802,1,1,Highly Urban/ Urban
738568522,0,29-Feb-44,55,0,13,50000,No,179000,Yes,M,High School,Blue Collar,39,Commercial,14660,11,Minivan,no,0,0,No,0,0,10,0,Highly Rural/ Rural
962250631,0,28-Jul-33,66,0,7,78000,No,268000,Yes,M,Bachelors,Blue Collar,40,Commercial,14910,13,SUV,yes,3894,4,No,0,4771,13,1,Highly Urban/ Urban
189475807,1,28-Jan-59,40,2,14,68000,Yes,200000,No,M,Bachelors,Manager,47,Private,17430,1,Van,yes,6452,4,No,4,4848,7,1,Highly Urban/ Urban
825220621,0,19-May-64,35,0,4,51000,No,,No,F,Bachelors,Blue Collar,43,Commercial,14200,10,SUV,no,5459,2,No,0,0,12,0,Highly Urban/ Urban
165063774,0,15-Apr-60,39,0,13,31000,No,148000,Yes,F,Masters,Lawyer,19,Private,8530,4,Minivan,no,0,0,Yes,0,0,15,0,Highly Urban/ Urban
79590937,0,18-Jan-45,54,1,11,44000,Yes,172000,No,F,High School,Blue Collar,39,Commercial,18690,7,Minivan,no,0,0,No,1,53796,1,1,Highly Urban/ Urban
580818510,0,19-Jun-49,50,0,10,13000,No,,Yes,M,High School,Student,30,Private,2760,4,Minivan,yes,6748,3,No,0,0,1,0,Highly Urban/ Urban
427956346,0,12-Oct-58,41,0,,49000,No,212000,Yes,F,High School,Blue Collar,28,Commercial,10510,10,SUV,no,7010,1,No,0,0,1,0,Highly Urban/ Urban
543610219,0,19-Feb-49,50,0,13,45000,No,197000,No,M,Bachelors,Professional,28,Private,6050,10,Minivan,yes,0,0,No,0,0,12,0,Highly Urban/ Urban
778401205,3,31-Oct-56,43,4,18,,Yes,,No,F,High School,Student,51,Commercial,7620,6,SUV,no,0,0,Yes,0,0,4,0,Highly Rural/ Rural
880702697,0,20-Apr-54,45,0,11,49000,No,177000,Yes,F,Bachelors,Home Maker,24,Private,16930,6,Sports Car,no,0,0,No,3,0,8,0,Highly Urban/ Urban
778661639,0,6-Feb-49,50,0,16,46000,No,,Yes,F,High School,Blue Collar,47,Commercial,21090,6,Pickup,no,0,0,No,0,0,4,0,Highly Rural/ Rural
425283292,0,5-Jan-51,48,0,13,39000,No,,No,F,Masters,Lawyer,35,Private,11330,3,SUV,no,3396,3,No,4,0,1,0,Highly Urban/ Urban
715263455,0,20-Aug-57,42,0,13,40000,No,156000,No,M,Bachelors,Professional,46,Commercial,5530,6,Pickup,yes,8942,2,No,6,4927,9,1,Highly Urban/ Urban
842458865,1,4-May-54,45,2,14,47000,No,169000,Yes,F,High School,Professional,22,Private,10670,10,SUV,no,0,0,No,2,0,1,0,Highly Urban/ Urban
440484436,0,29-May-42,57,0,13,92000,No,,No,F,Bachelors,Manager,46,Private,25710,9,Minivan,no,0,0,No,1,0,7,0,Highly Urban/ Urban
425007446,0,30-Dec-62,36,0,13,244000,No,566000,Yes,M,PhD,Unknown,48,Commercial,29510,1,Panel Truck,no,0,0,No,0,0,1,0,Highly Urban/ Urban
220614099,0,19-Mar-43,56,0,13,69000,No,251000,No,F,Bachelors,Professional,7,Private,14020,7,SUV,no,0,0,Yes,0,0,14,0,Highly Urban/ Urban
219393180,0,1-Dec-60,38,0,13,127000,No,311000,Yes,F,PhD,Professional,9,Private,17970,11,Minivan,no,3381,1,No,7,0,22,0,Highly Urban/ Urban
656412065,0,28-Feb-73,26,0,10,12000,No,101000,No,F,Below High School,Student,21,Private,5320,1,Sports Car,no,6094,2,No,0,3758,6,1,Highly Urban/ Urban
275508191,0,26-Jul-51,48,0,12,25000,No,,No,F,High School,Blue Collar,18,Commercial,8810,16,Sports Car,no,4852,1,No,5,0,1,0,Highly Urban/ Urban
303183248,0,31-Jul-52,47,0,0,0,No,,No,F,Masters,Home Maker,13,Private,20890,1,SUV,no,0,0,No,1,0,15,0,Highly Urban/ Urban
237090665,0,19-Feb-46,53,0,7,97000,No,292000,Yes,M,Masters,Manager,25,Private,20940,6,Van,yes,0,0,No,3,0,,0,Highly Urban/ Urban
391519118,1,2-May-54,45,1,11,36000,No,213000,Yes,M,Below High School,Clerical,34,Commercial,5080,9,Pickup,no,0,0,No,1,0,7,0,Highly Rural/ Rural
440764441,1,22-Jun-58,41,1,11,65000,No,,Yes,M,PhD,Unknown,30,Commercial,5620,17,Pickup,yes,7351,2,No,0,1331,18,1,Highly Urban/ Urban
619836047,0,20-Sep-51,48,0,7,25000,No,129000,No,M,PhD,Unknown,21,Commercial,8760,1,Pickup,no,0,0,No,1,3455,10,1,Highly Urban/ Urban
983673321,0,20-Feb-60,39,0,11,24000,No,,No,M,Below High School,Clerical,10,Private,16440,5,Van,yes,34346,3,Yes,3,0,1,0,Highly Urban/ Urban
346319728,0,27-Nov-49,49,0,,174000,No,418000,No,M,PhD,Unknown,22,Commercial,26250,7,Panel Truck,no,0,0,No,0,0,8,0,Highly Urban/ Urban
804950145,0,9-Mar-52,47,0,,49000,No,221000,Yes,F,Below High School,Clerical,33,Private,11050,7,SUV,no,5908,2,No,2,0,1,0,Highly Urban/ Urban
933334494,0,27-Jul-55,44,0,12,32000,No,139000,Yes,F,High School,Clerical,27,Private,10960,6,Sports Car,no,0,0,No,0,0,1,0,Highly Rural/ Rural
221734825,0,26-Oct-42,57,0,14,188000,No,,No,M,PhD,Doctor,28,Private,26010,1,Minivan,yes,25989,1,Yes,4,0,12,0,Highly Urban/ Urban
387262623,0,26-Mar-49,50,0,8,31000,No,167000,Yes,M,High School,Clerical,11,Commercial,17400,4,Van,no,3288,2,No,3,4536,7,1,Highly Urban/ Urban
815662121,0,19-Jul-51,48,0,7,55000,No,224000,No,F,Bachelors,Professional,31,Private,6300,1,SUV,no,0,0,No,1,0,,0,Highly Urban/ Urban
542686402,0,11-Jun-57,42,2,11,11000,Yes,,No,F,Below High School,Clerical,5,Private,8230,10,Sports Car,no,0,0,No,0,0,1,0,Highly Rural/ Rural
682001397,1,17-May-63,36,2,12,32000,No,109000,Yes,M,High School,Clerical,59,Private,8350,4,Pickup,no,0,0,No,0,5282,1,1,Highly Rural/ Rural
176171795,0,20-Apr-63,36,0,12,,No,,No,F,Bachelors,Professional,44,Private,18320,1,Minivan,no,8143,2,No,1,2959,10,1,Highly Urban/ Urban
362726547,0,23-Nov-42,56,0,12,54000,No,174000,Yes,F,Bachelors,Manager,38,Private,17990,9,Minivan,no,0,0,No,0,0,8,0,Highly Urban/ Urban
878272805,0,11-May-58,41,3,14,27000,No,205000,Yes,F,High School,Blue Collar,39,Commercial,18800,4,SUV,no,1420,2,No,3,0,10,0,Highly Urban/ Urban
988268810,0,17-Dec-54,44,2,13,60000,No,219000,Yes,F,High School,Manager,52,Private,7540,1,Sports Car,no,0,0,No,0,0,,0,Highly Urban/ Urban
105990644,0,23-Jun-42,57,0,13,118000,No,,Yes,M,PhD,Unknown,24,Commercial,7390,6,Pickup,no,0,0,No,2,16916,16,1,Highly Urban/ Urban
399690518,0,8-Nov-51,48,0,0,0,No,,No,F,Masters,Home Maker,24,Private,6300,1,Sports Car,no,0,0,No,1,0,,0,Highly Rural/ Rural
94857393,0,10-May-54,45,0,5,56000,No,220000,Yes,M,High School,Blue Collar,5,Commercial,21580,9,Van,yes,0,0,No,0,0,8,0,Highly Urban/ Urban
872772824,0,4-May-56,43,3,0,0,No,,Yes,F,High School,Student,62,Private,12410,10,SUV,no,0,0,No,0,0,1,0,Highly Rural/ Rural
281636972,0,13-Apr-54,45,0,15,15000,No,119000,Yes,F,Below High School,Clerical,40,Private,10380,4,SUV,no,0,0,No,2,0,1,0,Highly Urban/ Urban
144269185,0,18-Mar-42,57,0,14,51000,No,177000,Yes,M,High School,Clerical,35,Commercial,7100,1,Pickup,yes,0,0,No,0,0,1,0,Highly Urban/ Urban
313782874,0,20-Aug-60,39,3,16,43000,No,189000,Yes,M,High School,Clerical,22,Private,13350,1,Minivan,yes,0,0,No,0,0,8,0,Highly Rural/ Rural
726501107,2,14-Sep-38,61,3,14,109000,Yes,,No,M,PhD,Doctor,34,Private,37510,6,SUV,yes,0,0,No,0,8420,12,1,Highly Urban/ Urban
860204052,0,19-Jan-58,41,0,11,48000,No,,No,M,High School,Blue Collar,45,Commercial,14540,7,Minivan,no,2157,2,No,2,0,1,0,Highly Urban/ Urban
105409665,0,9-Jun-51,48,0,14,50000,No,170000,Yes,M,High School,Manager,24,Commercial,29670,1,Panel Truck,yes,5053,3,No,4,0,1,0,Highly Urban/ Urban
758214223,0,11-Jun-56,43,1,15,80000,No,251000,Yes,M,Masters,Lawyer,27,Private,13800,4,Minivan,no,4778,3,No,5,0,21,0,Highly Urban/ Urban
847136592,0,6-Oct-64,35,0,10,18000,No,97000,Yes,M,Below High School,Blue Collar,5,Commercial,6950,11,Pickup,no,0,0,No,1,6503,4,1,Highly Urban/ Urban
986720801,2,24-Oct-58,41,3,14,17000,No,110000,Yes,F,Below High School,Blue Collar,24,Private,6530,4,Sports Car,no,0,0,No,3,0,1,0,Highly Urban/ Urban
224356294,0,4-Jul-51,48,0,9,30000,No,103000,Yes,F,High School,Clerical,18,Private,17630,1,SUV,no,3826,4,No,2,3161,9,1,Highly Urban/ Urban
153196865,0,19-Jun-49,50,0,,160000,No,376000,Yes,F,Masters,Lawyer,29,Private,22460,13,Pickup,no,0,0,No,0,3801,14,1,Highly Urban/ Urban
567608997,0,14-May-53,46,0,11,80000,No,,No,F,High School,Blue Collar,37,Commercial,14130,6,SUV,no,0,0,No,0,0,8,0,Highly Rural/ Rural
112008780,0,20-Jan-52,47,0,12,34000,No,168000,Yes,F,Masters,Lawyer,22,Private,13110,1,Minivan,no,0,0,No,1,0,17,0,Highly Urban/ Urban
915311067,0,31-Oct-44,55,0,13,192000,No,476000,Yes,M,Bachelors,Manager,10,Private,41400,6,Minivan,no,0,0,No,0,0,8,0,Highly Urban/ Urban
352463503,0,4-Nov-53,46,0,13,72000,No,225000,Yes,M,Bachelors,Professional,31,Private,13340,10,Minivan,no,3990,2,No,0,1592,9,1,Highly Urban/ Urban
511948260,0,11-Oct-66,33,3,9,95000,No,271000,Yes,F,High School,Blue Collar,50,Commercial,4800,4,Sports Car,no,0,0,No,3,0,11,0,Highly Urban/ Urban
894942191,0,29-Jun-52,47,0,6,24000,No,128000,Yes,F,Below High School,Clerical,34,Private,28520,6,Minivan,no,0,0,No,1,0,1,0,Highly Rural/ Rural
880446977,0,1-Nov-60,39,0,13,87000,No,232000,Yes,M,Bachelors,Blue Collar,6,Commercial,10370,1,Pickup,yes,0,0,No,0,0,9,0,Highly Urban/ Urban
152305193,0,12-Mar-51,48,0,12,65000,No,,No,F,Masters,Lawyer,20,Private,8020,3,SUV,no,3660,2,No,3,0,18,0,Highly Urban/ Urban
987659359,1,13-May-35,64,2,15,42000,No,186000,Yes,F,Below High School,Clerical,24,Private,5730,4,Sports Car,no,0,0,No,2,0,1,0,Highly Rural/ Rural
241171809,0,14-Jan-52,47,0,,99000,No,299000,Yes,M,Below High School,Blue Collar,30,Private,16140,1,Minivan,no,0,0,No,0,0,3,0,Highly Rural/ Rural
677899112,0,6-Mar-57,42,0,12,,No,175000,Yes,F,High School,Blue Collar,77,Commercial,13480,1,SUV,no,3819,2,No,0,4931,8,1,Highly Urban/ Urban
434360193,0,7-Feb-59,40,0,7,31000,No,,No,M,Below High School,Blue Collar,44,Private,1500,3,Minivan,yes,0,0,No,0,0,5,0,Highly Urban/ Urban
782104793,0,8-Nov-52,47,0,8,59000,No,239000,Yes,F,Bachelors,Manager,40,Private,18700,6,Minivan,no,0,0,No,0,0,11,0,Highly Urban/ Urban
260713168,0,27-Sep-47,52,0,10,136000,No,348000,Yes,M,PhD,Home Maker,5,Private,10810,1,Sports Car,no,1810,1,No,5,0,1,0,Highly Urban/ Urban
925761189,0,23-Oct-50,49,0,12,93000,No,,No,M,Bachelors,Manager,15,Private,6400,7,Pickup,yes,0,0,No,0,0,9,0,Highly Urban/ Urban
405470506,0,8-Dec-44,54,0,13,41000,No,167000,Yes,F,High School,Blue Collar,44,Commercial,12400,4,Minivan,no,0,0,No,0,0,10,0,Highly Urban/ Urban
52504510,0,26-Mar-48,51,0,14,91000,No,310000,Yes,M,Masters,Manager,50,Private,15740,13,Minivan,yes,0,0,No,2,0,9,0,Highly Urban/ Urban
125989625,1,30-Apr-56,43,1,12,71000,Yes,,No,M,Bachelors,Professional,12,Private,17160,1,Van,no,3744,2,No,0,4340,6,1,Highly Urban/ Urban
654805562,0,17-Jan-66,33,0,11,132000,No,340000,Yes,M,Masters,Lawyer,39,Private,18040,4,Van,no,0,0,Yes,0,0,,0,Highly Urban/ Urban
474173214,0,17-Jan-67,32,4,,3000,No,71000,Yes,F,Below High School,Home Maker,30,Private,6030,6,Sports Car,no,0,0,No,0,0,6,0,Highly Urban/ Urban
377586215,0,8-Nov-58,41,2,0,,No,129000,Yes,F,Bachelors,Home Maker,38,Private,5600,4,Sports Car,no,0,0,Yes,3,0,17,0,Highly Rural/ Rural
73823217,0,9-Jun-46,53,0,7,59000,No,225000,Yes,F,Masters,Lawyer,25,Private,16390,14,SUV,no,34824,1,Yes,0,0,12,0,Highly Rural/ Rural
317029629,0,5-Dec-47,51,0,11,143000,No,398000,Yes,F,Masters,Professional,28,Private,20850,7,Minivan,no,0,0,No,0,0,11,0,Highly Rural/ Rural
